ShooterID,Age,Solo,Fatalities,LocationCrimeRate,ServedMilitary,ServedLawEnforcement,Gender_Male,Ethnicity_White,Motive_Personal Target,Weapon_Handgun,WealthClass_Low,StatedReligion_Undefined,EducationLevel_High School,Motive_Organizational Target,Weapon_Rifle,WealthClass_Middle,StatedReligion_Christian,EducationLevel_Some College,Ethnicity_Asian,Ethnicity_Black,Ethnicity_Hispanic,Motive_Religious,Weapon_Multiple,WealthClass_High,StatedReligion_Muslim,EducationLevel_Graduate
289,18,True,0,34.450992055623935,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
290,16,False,1,35.17624667361876,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
291,17,False,2,20.76906068880953,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
292,17,True,1,25.35244569903795,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
293,16,True,4,22.517353724549604,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
294,19,True,1,26.74988032796551,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
295,18,True,3,29.582810151048196,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
296,16,False,1,22.75177390150735,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
297,19,True,3,25.390700934373434,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
298,18,True,0,24.980213139592507,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
299,19,True,1,31.03633664699472,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
300,19,True,2,30.34672168518125,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
301,16,True,1,26.391312233313734,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
302,16,False,2,30.88410436069699,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
303,19,True,2,27.266599577063673,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
304,19,True,2,28.641724448369732,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
305,17,True,4,38.36726045149268,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
306,18,True,2,36.70230525895174,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
307,20,True,3,23.502093815362013,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
308,16,True,2,34.14866208939587,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
309,19,False,1,34.05698277245796,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
310,17,True,2,24.25868355623691,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
311,17,True,4,34.0938882187743,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
312,20,True,2,37.68965959206277,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
313,19,True,0,24.38727596877793,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
314,19,False,3,25.412485894928682,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
315,20,False,0,35.08830733421751,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
316,18,True,5,31.35747655412824,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
317,19,True,2,32.757381376197614,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
318,17,True,3,31.702946082002484,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
319,18,True,2,31.95347960464072,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
320,17,True,5,23.367639358444585,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
321,18,True,2,35.23658853310724,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
322,19,True,2,35.84794996213887,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
323,16,True,1,28.85304627965986,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
324,22,False,1,29.78261525093069,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
325,15,True,6,22.34446248722139,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
326,15,True,1,32.57127378008917,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
327,20,False,2,32.86028720857072,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
328,19,True,0,29.689044915003446,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
329,19,True,4,35.621766799352514,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
330,19,True,2,28.329613845100297,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
331,17,True,3,32.823029629468,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
332,16,False,3,24.901678306539424,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
333,18,False,3,29.88223924562881,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
334,16,True,2,29.12822871048582,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
335,19,True,1,31.12653961020471,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
336,17,True,2,28.152365355833208,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
337,16,True,3,29.34263702164166,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
338,17,True,3,34.13023585720753,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
339,18,False,3,27.81617881380891,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
340,16,True,2,21.967114496306603,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
341,16,False,3,38.7479195210271,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
342,18,True,2,36.907270393452436,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
343,18,True,0,23.538686524471906,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
344,16,True,4,33.44853902622597,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
345,17,False,3,27.485126147243285,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
346,18,False,2,31.317436076655298,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
347,15,False,3,31.47112064506747,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
348,15,True,2,28.82796099841839,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
349,16,True,1,26.081171672068017,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
350,17,False,4,26.547294738418703,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
351,18,True,3,25.41904042259379,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
352,20,True,4,25.840888958847778,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
353,19,True,1,29.664108549753223,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
354,17,False,2,26.421200054446242,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
355,17,False,1,33.4102603285631,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
356,15,True,2,37.436230776679636,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
357,17,False,1,27.099733793149785,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
358,17,False,1,31.197022502676884,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
359,18,True,5,32.49842555151467,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
360,16,True,0,32.360011354596374,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
361,19,False,2,30.379776339580438,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
362,21,True,4,33.71341209179861,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
363,17,True,2,32.41124476340329,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
364,18,True,0,23.81168788836351,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
365,19,False,5,34.345780321946364,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
366,17,False,2,34.43645418633371,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
367,18,False,4,26.183569479107092,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
368,18,True,3,30.18968917723801,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
369,18,False,1,33.416644964055344,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
370,16,False,2,28.953430902103193,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
371,18,True,5,35.36489023883006,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
372,18,False,1,41.8193624730968,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
373,20,True,1,26.070069836825088,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
374,19,True,1,23.094776984231125,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
375,22,True,3,31.51909297802438,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
376,16,True,2,33.60781252563072,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
377,19,True,1,28.845668130776154,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
378,18,True,0,37.266303316605175,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
379,22,True,1,23.306971001383758,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
380,16,False,0,33.46459311515805,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
381,16,True,3,26.970695896205534,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
382,16,True,2,38.59688953103648,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
383,13,True,0,39.962576765840595,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
384,16,False,1,26.16671706108326,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
385,16,True,3,27.2522143204571,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
386,18,True,2,34.29793943489901,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
387,18,False,1,28.064346751052426,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
388,21,True,3,29.77294391033881,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
389,19,True,4,30.12694210271205,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
390,16,True,0,20.40163421901172,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
391,16,False,1,29.930811269528814,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
392,18,True,1,26.55136112967913,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
393,15,False,2,27.53438588800114,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
394,21,True,2,37.21816001734407,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
395,20,False,0,23.717465528603718,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
396,17,False,2,34.06602593373989,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
397,14,False,0,28.605185348340957,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
398,20,True,4,28.601199157520828,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
399,17,False,1,33.951859480258555,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
400,20,True,5,31.70025647284445,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
401,14,True,1,32.85306498609766,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
402,16,True,1,34.84092330266431,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
403,18,False,0,28.343458084083387,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
404,18,False,1,26.938816327461247,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
405,17,False,2,24.574247367211008,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
406,19,True,0,25.872947350105225,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
407,15,True,3,44.745472126543625,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
408,17,False,4,36.22339790368393,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
409,18,True,2,23.244628168959892,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
410,19,True,5,23.38771021628215,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
411,19,True,2,32.40933030859246,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
412,15,True,3,32.736323986889836,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
413,14,True,1,32.744419176586824,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
414,20,True,2,28.72522103223151,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
415,18,True,0,29.372728699985498,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
416,16,True,3,31.639397620796785,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
417,21,False,1,30.429465031466652,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
418,18,True,3,18.903498136262325,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
419,20,True,3,28.85100184712403,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
420,18,True,1,25.742967828698433,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
421,22,True,3,30.87605709454256,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
422,21,False,0,44.926295013017054,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
423,17,False,1,31.83740832737152,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
424,19,True,0,28.43235156913801,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
425,19,True,2,34.60900750988626,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
426,20,False,1,32.41343943604606,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
427,16,False,4,32.100472452259204,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
428,19,True,3,33.034252966078355,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
429,20,True,1,40.28271782414771,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
430,14,True,1,24.34555782337042,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
431,15,False,4,32.36816038405727,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
432,13,True,1,25.368094350092306,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
433,17,False,1,32.77756323171124,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
434,19,True,1,25.40656744256953,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
435,21,True,3,27.91316593197458,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
436,18,True,1,28.524550428810468,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
437,21,True,2,34.87908359672355,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
438,15,True,5,34.59227221971207,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
439,14,True,1,23.771413117768077,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
440,17,True,2,30.274670554999243,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
441,18,False,5,26.452100726254137,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
442,17,True,1,23.707475446623327,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
443,13,True,4,28.914914747878147,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
444,17,False,4,28.457586057720903,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
445,15,False,1,42.13358243172761,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
446,19,False,2,32.16479912680348,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
447,18,False,3,23.111912496228815,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
448,16,True,6,27.176129979145287,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
449,16,True,0,35.106916477146996,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
450,15,False,4,40.442213864349625,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
451,17,True,3,22.070083438810208,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
452,19,True,1,20.600378074304775,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
453,16,False,4,39.35482587685891,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
454,19,True,1,31.94807088685452,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
455,16,True,2,25.65853634061817,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
456,16,True,1,32.67314543061217,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
457,17,True,4,16.82126130491561,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
458,15,True,3,30.016877532985806,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
459,16,True,6,31.639105864215427,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
460,15,False,1,34.62135069768915,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
461,21,True,2,24.930520238537312,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
462,18,True,1,30.428435807016797,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
463,16,False,2,25.37287686970206,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
464,18,False,3,31.276918778371584,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
465,17,False,3,25.52326838818488,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
466,17,False,0,27.959495804198898,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
467,19,True,1,25.020923026048855,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
468,19,True,1,33.255681209118286,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
469,16,True,4,34.29225558328333,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
470,16,True,1,28.826897150212933,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
471,17,True,4,30.191189974800142,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
472,13,True,0,22.75704292683228,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
473,14,False,3,28.501616759966065,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
474,20,True,1,29.748976914791275,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
475,21,True,2,43.103965455149876,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
476,17,True,4,24.440164871129184,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
477,19,True,2,37.320886193762185,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
478,18,True,1,34.98429386732904,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
479,24,False,1,31.403182022450682,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
480,20,True,2,38.79310242097567,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
481,17,True,1,31.860527363034315,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
482,16,True,2,31.945795978339643,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
483,14,False,1,29.734396734912274,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
484,18,True,2,36.117844412093135,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
485,16,True,0,35.482346169054416,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
486,15,True,1,26.871613562518938,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
487,16,True,4,23.40376402700616,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
488,15,False,3,28.985096813021716,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
489,21,False,2,25.999807178011768,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
490,19,True,2,29.682377126923225,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
491,17,False,1,36.187190673420695,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
492,20,False,5,27.71349172456605,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
493,18,False,0,29.785883093442127,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
494,16,False,2,30.290113674041976,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
495,21,True,3,34.24215441102642,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
496,19,True,1,18.765553330076976,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
497,15,True,2,26.966498526173517,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
498,17,False,4,31.056418461397364,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
499,16,True,3,36.00039478213431,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
500,15,False,2,27.540487762468974,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
501,31,False,5,58.267286433870055,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
502,49,True,6,60.53010786284725,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
503,40,False,8,43.099861625328515,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
504,36,True,9,54.531193481942346,True,True,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
505,40,False,4,56.35105733232433,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
506,43,False,7,61.75221230112586,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
507,40,False,9,49.92662079228168,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
508,29,True,7,48.872477472406416,False,True,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
509,51,False,5,51.80451891072147,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
510,53,True,7,63.991059369441686,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
511,49,False,4,62.30691809520869,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
512,37,True,4,54.850582884793106,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
513,43,True,5,62.13843569031802,False,True,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
514,44,False,4,38.41916155203489,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
515,49,True,10,60.54157944265468,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
516,49,True,5,47.168636860303074,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
517,39,True,3,67.36917146077103,True,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
